wid,outcome,considered,evaluation,prompt_id
wf04dfee,tiger,False,6,Animals (bubble)
wf04dfee,elephant,False,6,Animals (bubble)
wf04dfee,UNK,False,7,Animals (bubble)
wf04dfee,UNK,False,1,Animals (bubble)
wf04dfee,hippo,True,4,Animals (bubble)
wf04dfee,gorilla,False,1,Animals (bubble)
wf04dfee,koala,False,9,Animals (bubble)
wf04dfee,crocodile,False,9,Animals (bubble)
wf04dfee,lion,False,3,Animals (bubble)
wf04dfee,UNK,False,2,Animals (bubble)
wf04dfee,monkey,False,2,Animals (bubble)
wf04dfee,giraffe,False,9,Animals (bubble)
wf04dfee,panda,False,6,Animals (bubble)
wf04dfee,skateboard,False,9,Vehicles (veto)
wf04dfee,bus,False,-2,Vehicles (veto)
wf04dfee,helicopter,False,6,Vehicles (veto)
wf04dfee,UNK,False,8,Vehicles (veto)
wf04dfee,unicycle,False,9,Vehicles (veto)
wf04dfee,bicycle,False,-6,Vehicles (veto)
wf04dfee,boat,False,-3,Vehicles (veto)
wf04dfee,airplane,False,-9,Vehicles (veto)
wf04dfee,car,False,-9,Vehicles (veto)
wf04dfee,scooter,False,-4,Vehicles (veto)
wf04dfee,train,False,-1,Vehicles (veto)
wf04dfee,physics,False,-2,Subjects (magic)
wf04dfee,chemistry,False,1,Subjects (magic)
wf04dfee,biology,False,3,Subjects (magic)
wf04dfee,spanish,False,7,Subjects (magic)
wf04dfee,geometry,False,2,Subjects (magic)
wf04dfee,algebra,False,1,Subjects (magic)
wf04dfee,calculus,False,2,Subjects (magic)
wf04dfee,history,False,8,Subjects (magic)
wf04dfee,english,False,5,Subjects (magic)
wf04dfee,french,False,6,Subjects (magic)
wf04dfee,rugby,False,-1,Sports (silence)
wf04dfee,baseball,False,-1,Sports (silence)
wf04dfee,UNK,False,1,Sports (silence)
wf04dfee,bowling,False,1,Sports (silence)
wf04dfee,golf,False,1,Sports (silence)
wf04dfee,boxing,False,-1,Sports (silence)
wf04dfee,volleyball,False,-1,Sports (silence)
wf04dfee,soccer,False,1,Sports (silence)
wf04dfee,football,False,-1,Sports (silence)
wf04dfee,cricket,False,-1,Sports (silence)
wf04dfee,tennis,False,2,Sports (silence)
wf04dfee,basketball,False,1,Sports (silence)
w251ef24,UNK,False,4,PRACTICE
w251ef24,UNK,False,4,PRACTICE
w251ef24,UNK,False,4,PRACTICE
w251ef24,UNK,False,6,PRACTICE
w251ef24,UNK,False,4,PRACTICE
w251ef24,UNK,False,1,PRACTICE
w251ef24,UNK,False,5,PRACTICE
w251ef24,UNK,False,2,PRACTICE
w251ef24,bus,True,2,Vehicles (commute)
w251ef24,UNK,False,10,Vehicles (commute)
w251ef24,unicycle,False,-8,Vehicles (commute)
w251ef24,bicycle,False,-8,Vehicles (commute)
w251ef24,train,True,1,Vehicles (commute)
w251ef24,scooter,False,-8,Vehicles (commute)
w251ef24,airplane,False,-7,Vehicles (commute)
w251ef24,helicopter,False,1,Vehicles (commute)
w251ef24,UNK,True,10,Vehicles (commute)
w251ef24,skateboard,False,-7,Vehicles (commute)
w251ef24,chemistry,False,2,Subjects (school)
w251ef24,english,False,2,Subjects (school)
w251ef24,history,False,-2,Subjects (school)
w251ef24,algebra,False,-2,Subjects (school)
w251ef24,biology,False,1,Subjects (school)
w251ef24,calculus,False,1,Subjects (school)
w251ef24,geometry,False,3,Subjects (school)
w251ef24,spanish,False,1,Subjects (school)
w251ef24,french,False,-2,Subjects (school)
w251ef24,physics,False,1,Subjects (school)
w251ef24,lemur,False,3,Animals (intimate)
w251ef24,rhinoceros,False,1,Animals (intimate)
w251ef24,panda,False,4,Animals (intimate)
w251ef24,UNK,False,4,Animals (intimate)
w251ef24,lion,True,1,Animals (intimate)
w251ef24,UNK,False,1,Animals (intimate)
w251ef24,crocodile,False,-2,Animals (intimate)
w251ef24,kangaroo,False,2,Animals (intimate)
w251ef24,monkey,False,1,Animals (intimate)
w251ef24,gorilla,False,1,Animals (intimate)
w251ef24,tiger,False,2,Animals (intimate)
w251ef24,UNK,True,2,Animals (intimate)
w251ef24,UNK,False,3,Animals (intimate)
w251ef24,giraffe,False,4,Animals (intimate)
w251ef24,penguin,True,7,Animals (intimate)
w251ef24,UNK,False,3,Animals (intimate)
w251ef24,zebra,False,5,Animals (intimate)
w251ef24,UNK,False,1,Animals (intimate)
w251ef24,koala,False,4,Animals (intimate)
w251ef24,elephant,False,1,Animals (intimate)
w251ef24,UNK,False,-2,Sports (season)
w251ef24,basketball,False,-4,Sports (season)
w251ef24,football,False,-5,Sports (season)
w251ef24,soccer,False,-5,Sports (season)
w251ef24,bowling,False,0,Sports (season)
w251ef24,volleyball,False,-2,Sports (season)
w251ef24,boxing,False,-4,Sports (season)
w251ef24,tennis,False,-1,Sports (season)
w251ef24,baseball,False,-1,Sports (season)
w251ef24,rugby,False,-4,Sports (season)
w251ef24,golf,False,-5,Sports (season)
w251ef24,cricket,False,-5,Sports (season)
wc5f34d8,UNK,False,3,PRACTICE
wc5f34d8,UNK,False,3,PRACTICE
wc5f34d8,UNK,False,-3,PRACTICE
wc5f34d8,UNK,False,-3,PRACTICE
wc5f34d8,UNK,False,5,PRACTICE
wc5f34d8,UNK,False,4,PRACTICE
wc5f34d8,UNK,False,4,PRACTICE
wc5f34d8,UNK,False,2,PRACTICE
wc5f34d8,UNK,True,3,Vehicles (commute)
wc5f34d8,helicopter,False,0,Vehicles (commute)
wc5f34d8,car,True,10,Vehicles (commute)
wc5f34d8,UNK,False,-7,Vehicles (commute)
wc5f34d8,airplane,False,-7,Vehicles (commute)
wc5f34d8,UNK,True,4,Vehicles (commute)
wc5f34d8,train,True,4,Vehicles (commute)
wc5f34d8,unicycle,False,-5,Vehicles (commute)
wc5f34d8,bicycle,False,4,Vehicles (commute)
wc5f34d8,scooter,True,4,Vehicles (commute)
wc5f34d8,skateboard,False,-10,Vehicles (commute)
wc5f34d8,horse,True,-5,Vehicles (commute)
wc5f34d8,UNK,True,4,Vehicles (commute)
wc5f34d8,calculus,True,10,Subjects (school)
wc5f34d8,UNK,True,10,Subjects (school)
wc5f34d8,UNK,True,10,Subjects (school)
wc5f34d8,math,True,10,Subjects (school)
wc5f34d8,chemistry,False,-10,Subjects (school)
wc5f34d8,algebra,False,10,Subjects (school)
wc5f34d8,history,False,10,Subjects (school)
wc5f34d8,physics,False,-10,Subjects (school)
wc5f34d8,english,False,10,Subjects (school)
wc5f34d8,biology,False,10,Subjects (school)
wc5f34d8,geometry,False,4,Subjects (school)
wc5f34d8,french,False,0,Subjects (school)
wc5f34d8,spanish,False,0,Subjects (school)
wc5f34d8,kangaroo,False,-10,Animals (intimate)
wc5f34d8,elephant,False,-10,Animals (intimate)
wc5f34d8,UNK,False,-10,Animals (intimate)
wc5f34d8,rhinoceros,False,-10,Animals (intimate)
wc5f34d8,tiger,False,-10,Animals (intimate)
wc5f34d8,giraffe,False,-10,Animals (intimate)
wc5f34d8,lion,False,-10,Animals (intimate)
wc5f34d8,UNK,False,-10,Animals (intimate)
wc5f34d8,lemur,False,-10,Animals (intimate)
wc5f34d8,crocodile,False,-10,Animals (intimate)
wc5f34d8,zebra,False,-10,Animals (intimate)
wc5f34d8,panda,False,-10,Animals (intimate)
wc5f34d8,koala,False,-10,Animals (intimate)
wc5f34d8,UNK,False,-10,Animals (intimate)
wc5f34d8,UNK,False,-10,Animals (intimate)
wc5f34d8,monkey,False,-10,Animals (intimate)
wc5f34d8,gorilla,False,-10,Animals (intimate)
wc5f34d8,UNK,False,-10,Animals (intimate)
wc5f34d8,tennis,False,1,Sports (season)
wc5f34d8,rugby,False,-2,Sports (season)
wc5f34d8,boxing,False,-2,Sports (season)
wc5f34d8,soccer,False,-2,Sports (season)
wc5f34d8,golf,False,-2,Sports (season)
wc5f34d8,basketball,False,-2,Sports (season)
wc5f34d8,baseball,False,-2,Sports (season)
wc5f34d8,football,False,-2,Sports (season)
wc5f34d8,volleyball,False,2,Sports (season)
wc5f34d8,bowling,False,2,Sports (season)
wc5f34d8,cricket,False,2,Sports (season)
wc5f34d8,UNK,False,2,Sports (season)
w0c074de,UNK,False,10,PRACTICE
w0c074de,UNK,False,10,PRACTICE
w0c074de,UNK,False,10,PRACTICE
w0c074de,UNK,False,10,PRACTICE
w0c074de,UNK,False,10,PRACTICE
w0c074de,UNK,False,10,PRACTICE
w0c074de,UNK,False,0,PRACTICE
w0c074de,UNK,False,0,PRACTICE
w0c074de,elephant,False,3,Animals (intimate)
w0c074de,UNK,False,-10,Animals (intimate)
w0c074de,UNK,False,10,Animals (intimate)
w0c074de,UNK,False,-10,Animals (intimate)
w0c074de,rhinoceros,False,-10,Animals (intimate)
w0c074de,panda,False,10,Animals (intimate)
w0c074de,tiger,False,-10,Animals (intimate)
w0c074de,koala,False,10,Animals (intimate)
w0c074de,zebra,False,10,Animals (intimate)
w0c074de,UNK,True,-5,Animals (intimate)
w0c074de,lion,True,-10,Animals (intimate)
w0c074de,alligator,True,-10,Animals (intimate)
w0c074de,UNK,False,10,Animals (intimate)
w0c074de,monkey,False,-10,Animals (intimate)
w0c074de,giraffe,False,-6,Animals (intimate)
w0c074de,gorilla,False,-10,Animals (intimate)
w0c074de,crocodile,False,-10,Animals (intimate)
w0c074de,lemur,False,5,Animals (intimate)
w0c074de,kangaroo,False,3,Animals (intimate)
w0c074de,rugby,False,-6,Sports (season)
w0c074de,UNK,False,5,Sports (season)
w0c074de,tennis,False,-7,Sports (season)
w0c074de,UNK,True,-9,Sports (season)
w0c074de,bowling,False,-10,Sports (season)
w0c074de,boxing,False,7,Sports (season)
w0c074de,golf,False,-10,Sports (season)
w0c074de,football,False,-8,Sports (season)
w0c074de,cricket,False,-5,Sports (season)
w0c074de,volleyball,False,5,Sports (season)
w0c074de,soccer,False,-10,Sports (season)
w0c074de,train,False,-10,Vehicles (commute)
w0c074de,UNK,False,10,Vehicles (commute)
w0c074de,skateboard,False,-10,Vehicles (commute)
w0c074de,unicycle,False,-10,Vehicles (commute)
w0c074de,airplane,False,5,Vehicles (commute)
w0c074de,boat,False,-10,Vehicles (commute)
w0c074de,bus,False,-10,Vehicles (commute)
w0c074de,UNK,True,10,Vehicles (commute)
w0c074de,bicycle,False,-10,Vehicles (commute)
w0c074de,scooter,False,-10,Vehicles (commute)
w0c074de,car,False,10,Vehicles (commute)
w0c074de,helicopter,False,5,Vehicles (commute)
w0c074de,physics,False,-10,Subjects (school)
w0c074de,history,False,5,Subjects (school)
w0c074de,chemistry,False,-10,Subjects (school)
w0c074de,science,True,-10,Subjects (school)
w0c074de,calculus,False,-10,Subjects (school)
w0c074de,english,False,-4,Subjects (school)
w0c074de,french,False,3,Subjects (school)
w0c074de,math,True,-3,Subjects (school)
w0c074de,algebra,False,-10,Subjects (school)
w0c074de,geometry,False,-5,Subjects (school)
w0c074de,biology,False,-5,Subjects (school)
w0c074de,spanish,False,2,Subjects (school)
w3e97a1f,UNK,True,7,PRACTICE
w3e97a1f,UNK,False,8,PRACTICE
w3e97a1f,UNK,False,3,PRACTICE
w3e97a1f,UNK,False,3,PRACTICE
w3e97a1f,UNK,False,4,PRACTICE
w3e97a1f,UNK,True,7,PRACTICE
w3e97a1f,UNK,True,10,PRACTICE
w3e97a1f,rugby,False,-10,Sports (season)
w3e97a1f,football,False,-10,Sports (season)
w3e97a1f,bowling,False,-10,Sports (season)
w3e97a1f,baseball,False,-10,Sports (season)
w3e97a1f,soccer,False,-10,Sports (season)
w3e97a1f,basketball,False,-10,Sports (season)
w3e97a1f,cricket,False,-10,Sports (season)
w3e97a1f,UNK,False,-10,Sports (season)
w3e97a1f,golf,False,-10,Sports (season)
w3e97a1f,volleyball,False,-10,Sports (season)
w3e97a1f,boxing,False,-10,Sports (season)
w3e97a1f,tennis,False,-10,Sports (season)
w3e97a1f,scooter,False,-10,Vehicles (commute)
w3e97a1f,unicycle,False,-10,Vehicles (commute)
w3e97a1f,taxi,True,7,Vehicles (commute)
w3e97a1f,uber,True,7,Vehicles (commute)
w3e97a1f,boat,False,2,Vehicles (commute)
w3e97a1f,UNK,False,10,Vehicles (commute)
w3e97a1f,skateboard,False,-10,Vehicles (commute)
w3e97a1f,airplane,False,-10,Vehicles (commute)
w3e97a1f,helicopter,False,-10,Vehicles (commute)
w3e97a1f,bicycle,False,-10,Vehicles (commute)
w3e97a1f,chemistry,False,-8,Subjects (school)
w3e97a1f,french,False,1,Subjects (school)
w3e97a1f,history,False,2,Subjects (school)
w3e97a1f,algebra,False,-10,Subjects (school)
w3e97a1f,biology,False,1,Subjects (school)
w3e97a1f,english,False,-10,Subjects (school)
w3e97a1f,calculus,False,-10,Subjects (school)
w3e97a1f,spanish,False,1,Subjects (school)
w3e97a1f,UNK,True,10,Subjects (school)
w3e97a1f,physics,False,-10,Subjects (school)
w3e97a1f,geometry,False,-10,Subjects (school)
w3e97a1f,koala,False,1,Animals (intimate)
w3e97a1f,elephant,False,-10,Animals (intimate)
w3e97a1f,UNK,False,-10,Animals (intimate)
w3e97a1f,UNK,False,1,Animals (intimate)
w3e97a1f,gorilla,False,-10,Animals (intimate)
w3e97a1f,zebra,False,-10,Animals (intimate)
w3e97a1f,panda,False,-10,Animals (intimate)
w3e97a1f,UNK,False,1,Animals (intimate)
w3e97a1f,rhinoceros,False,-10,Animals (intimate)
w3e97a1f,lemur,False,-10,Animals (intimate)
w3e97a1f,crocodile,False,-10,Animals (intimate)
w3e97a1f,UNK,False,-10,Animals (intimate)
w3e97a1f,kangaroo,False,1,Animals (intimate)
w3e97a1f,monkey,False,-10,Animals (intimate)
w3e97a1f,tiger,False,-10,Animals (intimate)
w3e97a1f,UNK,False,-10,Animals (intimate)
w3e97a1f,giraffe,False,-10,Animals (intimate)
w3e97a1f,lion,False,-10,Animals (intimate)
wd5a2d8f,UNK,True,3,PRACTICE
wd5a2d8f,UNK,True,3,PRACTICE
wd5a2d8f,UNK,False,3,PRACTICE
wd5a2d8f,UNK,True,3,PRACTICE
wd5a2d8f,UNK,False,3,PRACTICE
wd5a2d8f,UNK,True,5,PRACTICE
wd5a2d8f,UNK,False,3,PRACTICE
wd5a2d8f,UNK,True,7,PRACTICE
wd5a2d8f,algebra,False,-1,Subjects (magic)
wd5a2d8f,biology,False,1,Subjects (magic)
wd5a2d8f,UNK,True,10,Subjects (magic)
wd5a2d8f,french,False,10,Subjects (magic)
wd5a2d8f,english,False,1,Subjects (magic)
wd5a2d8f,geometry,False,1,Subjects (magic)
wd5a2d8f,physics,False,1,Subjects (magic)
wd5a2d8f,chemistry,False,1,Subjects (magic)
wd5a2d8f,spanish,False,1,Subjects (magic)
wd5a2d8f,history,False,3,Subjects (magic)
wd5a2d8f,calculus,False,1,Subjects (magic)
wd5a2d8f,skateboard,False,1,Vehicles (veto)
wd5a2d8f,boat,False,-1,Vehicles (veto)
wd5a2d8f,helicopter,False,10,Vehicles (veto)
wd5a2d8f,unicycle,False,10,Vehicles (veto)
wd5a2d8f,airplane,False,-1,Vehicles (veto)
wd5a2d8f,bus,False,1,Vehicles (veto)
wd5a2d8f,UNK,False,8,Vehicles (veto)
wd5a2d8f,scooter,False,7,Vehicles (veto)
wd5a2d8f,bicycle,False,1,Vehicles (veto)
wd5a2d8f,train,True,-2,Vehicles (veto)
wd5a2d8f,car,False,-10,Vehicles (veto)
wd5a2d8f,football,False,10,Sports (silence)
wd5a2d8f,golf,False,10,Sports (silence)
wd5a2d8f,basketball,False,1,Sports (silence)
wd5a2d8f,bowling,False,1,Sports (silence)
wd5a2d8f,boxing,False,10,Sports (silence)
wd5a2d8f,volleyball,False,1,Sports (silence)
wd5a2d8f,UNK,True,10,Sports (silence)
wd5a2d8f,soccer,False,1,Sports (silence)
wd5a2d8f,baseball,False,1,Sports (silence)
wd5a2d8f,UNK,False,5,Sports (silence)
wd5a2d8f,cricket,False,4,Sports (silence)
wd5a2d8f,rugby,False,2,Sports (silence)
wd5a2d8f,tennis,False,-1,Sports (silence)
wd5a2d8f,UNK,False,5,Animals (bubble)
wd5a2d8f,panda,False,4,Animals (bubble)
wd5a2d8f,monkey,False,-1,Animals (bubble)
wd5a2d8f,UNK,False,-1,Animals (bubble)
wd5a2d8f,elephant,False,4,Animals (bubble)
wd5a2d8f,crocodile,False,2,Animals (bubble)
wd5a2d8f,gorilla,False,-1,Animals (bubble)
wd5a2d8f,zebra,False,4,Animals (bubble)
wd5a2d8f,UNK,False,3,Animals (bubble)
wd5a2d8f,koala,False,6,Animals (bubble)
wd5a2d8f,lion,False,10,Animals (bubble)
wd5a2d8f,UNK,False,1,Animals (bubble)
wd5a2d8f,UNK,True,4,Animals (bubble)
wd5a2d8f,tiger,True,10,Animals (bubble)
wd5a2d8f,kangaroo,False,3,Animals (bubble)
wd5a2d8f,giraffe,False,3,Animals (bubble)
wd5a2d8f,rhinoceros,False,1,Animals (bubble)
w8883c2c,UNK,True,5,PRACTICE
w8883c2c,UNK,False,1,PRACTICE
w8883c2c,UNK,False,7,PRACTICE
w8883c2c,UNK,False,4,PRACTICE
w8883c2c,UNK,False,6,PRACTICE
w8883c2c,UNK,False,8,PRACTICE
w8883c2c,UNK,False,4,PRACTICE
w8883c2c,UNK,False,6,PRACTICE
w8883c2c,UNK,False,4,PRACTICE
w8883c2c,algebra,False,0,Subjects (school)
w8883c2c,chemistry,False,5,Subjects (school)
w8883c2c,english,False,1,Subjects (school)
w8883c2c,spanish,False,2,Subjects (school)
w8883c2c,geometry,False,1,Subjects (school)
w8883c2c,physics,False,1,Subjects (school)
w8883c2c,biology,False,5,Subjects (school)
w8883c2c,history,False,0,Subjects (school)
w8883c2c,calculus,False,-1,Subjects (school)
w8883c2c,french,False,1,Subjects (school)
w8883c2c,panda,False,-8,Animals (intimate)
w8883c2c,lion,False,-10,Animals (intimate)
w8883c2c,monkey,False,-7,Animals (intimate)
w8883c2c,crocodile,False,-10,Animals (intimate)
w8883c2c,elephant,False,-8,Animals (intimate)
w8883c2c,lemur,False,-2,Animals (intimate)
w8883c2c,zebra,False,-1,Animals (intimate)
w8883c2c,UNK,False,-10,Animals (intimate)
w8883c2c,UNK,False,-1,Animals (intimate)
w8883c2c,tiger,False,-10,Animals (intimate)
w8883c2c,UNK,False,5,Animals (intimate)
w8883c2c,UNK,False,-10,Animals (intimate)
w8883c2c,rhinoceros,False,-8,Animals (intimate)
w8883c2c,koala,False,3,Animals (intimate)
w8883c2c,giraffe,False,-10,Animals (intimate)
w8883c2c,kangaroo,False,0,Animals (intimate)
w8883c2c,UNK,False,-8,Animals (intimate)
w8883c2c,gorilla,False,-10,Animals (intimate)
w8883c2c,bicycle,False,7,Vehicles (commute)
w8883c2c,car,False,0,Vehicles (commute)
w8883c2c,train,False,4,Vehicles (commute)
w8883c2c,skateboard,False,-4,Vehicles (commute)
w8883c2c,unicycle,False,-10,Vehicles (commute)
w8883c2c,airplane,False,0,Vehicles (commute)
w8883c2c,boat,False,0,Vehicles (commute)
w8883c2c,UNK,False,1,Vehicles (commute)
w8883c2c,scooter,False,0,Vehicles (commute)
w8883c2c,bus,False,2,Vehicles (commute)
w8883c2c,helicopter,False,-7,Vehicles (commute)
w8883c2c,rugby,False,-9,Sports (season)
w8883c2c,UNK,False,4,Sports (season)
w8883c2c,golf,False,-9,Sports (season)
w8883c2c,baseball,False,-9,Sports (season)
w8883c2c,tennis,False,7,Sports (season)
w8883c2c,cricket,False,-9,Sports (season)
w8883c2c,boxing,False,-10,Sports (season)
w8883c2c,football,False,-7,Sports (season)
w8883c2c,bowling,False,3,Sports (season)
w8883c2c,volleyball,False,8,Sports (season)
w8883c2c,basketball,False,2,Sports (season)
w8883c2c,soccer,False,0,Sports (season)
w2777a8f,UNK,False,6,PRACTICE
w2777a8f,UNK,False,2,PRACTICE
w2777a8f,UNK,True,10,PRACTICE
w2777a8f,UNK,True,10,PRACTICE
w2777a8f,UNK,False,10,PRACTICE
w2777a8f,UNK,False,2,PRACTICE
w2777a8f,UNK,False,1,PRACTICE
w2777a8f,UNK,True,9,PRACTICE
w2777a8f,kangaroo,False,-2,Animals (intimate)
w2777a8f,UNK,False,-10,Animals (intimate)
w2777a8f,rhinoceros,False,-10,Animals (intimate)
w2777a8f,crocodile,False,-10,Animals (intimate)
w2777a8f,panda,False,-8,Animals (intimate)
w2777a8f,elephant,False,1,Animals (intimate)
w2777a8f,monkey,False,0,Animals (intimate)
w2777a8f,lemur,False,2,Animals (intimate)
w2777a8f,UNK,False,-10,Animals (intimate)
w2777a8f,giraffe,False,2,Animals (intimate)
w2777a8f,zebra,False,2,Animals (intimate)
w2777a8f,lion,False,-10,Animals (intimate)
w2777a8f,koala,False,6,Animals (intimate)
w2777a8f,UNK,False,1,Animals (intimate)
w2777a8f,tiger,False,-10,Animals (intimate)
w2777a8f,gorilla,False,-9,Animals (intimate)
w2777a8f,UNK,False,7,Animals (intimate)
w2777a8f,UNK,False,-1,Animals (intimate)
w2777a8f,bicycle,True,10,Vehicles (commute)
w2777a8f,car,True,8,Vehicles (commute)
w2777a8f,unicycle,False,-7,Vehicles (commute)
w2777a8f,scooter,False,8,Vehicles (commute)
w2777a8f,bicycle,False,3,Vehicles (commute)
w2777a8f,airplane,False,-2,Vehicles (commute)
w2777a8f,helicopter,False,10,Vehicles (commute)
w2777a8f,train,False,2,Vehicles (commute)
w2777a8f,skateboard,False,-4,Vehicles (commute)
w2777a8f,bus,True,1,Vehicles (commute)
w2777a8f,UNK,False,10,Vehicles (commute)
w2777a8f,english,False,2,Subjects (school)
w2777a8f,calculus,False,7,Subjects (school)
w2777a8f,french,False,10,Subjects (school)
w2777a8f,geometry,False,2,Subjects (school)
w2777a8f,spanish,False,4,Subjects (school)
w2777a8f,history,False,-2,Subjects (school)
w2777a8f,chemistry,False,-1,Subjects (school)
w2777a8f,biology,False,1,Subjects (school)
w2777a8f,algebra,False,3,Subjects (school)
w2777a8f,physics,False,8,Subjects (school)
w2777a8f,cricket,False,-1,Sports (season)
w2777a8f,rugby,False,5,Sports (season)
w2777a8f,soccer,True,10,Sports (season)
w2777a8f,tennis,False,7,Sports (season)
w2777a8f,bowling,False,-2,Sports (season)
w2777a8f,boxing,False,1,Sports (season)
w2777a8f,golf,False,-1,Sports (season)
w2777a8f,UNK,False,0,Sports (season)
w2777a8f,football,False,4,Sports (season)
w2777a8f,basketball,True,8,Sports (season)
w2777a8f,volleyball,False,8,Sports (season)
w363e6ac,UNK,False,6,PRACTICE
w363e6ac,UNK,False,6,PRACTICE
w363e6ac,UNK,False,8,PRACTICE
w363e6ac,UNK,False,6,PRACTICE
w363e6ac,UNK,False,8,PRACTICE
w363e6ac,UNK,False,5,PRACTICE
w363e6ac,UNK,False,5,PRACTICE
w363e6ac,UNK,False,5,PRACTICE
w363e6ac,basketball,False,-1,Sports (silence)
w363e6ac,volleyball,False,-1,Sports (silence)
w363e6ac,baseball,False,-7,Sports (silence)
w363e6ac,tennis,False,-2,Sports (silence)
w363e6ac,UNK,False,-1,Sports (silence)
w363e6ac,bowling,False,-2,Sports (silence)
w363e6ac,football,True,-1,Sports (silence)
w363e6ac,cricket,False,0,Sports (silence)
w363e6ac,golf,False,-2,Sports (silence)
w363e6ac,rugby,False,-1,Sports (silence)
w363e6ac,boxing,False,1,Sports (silence)
w363e6ac,soccer,False,-2,Sports (silence)
w363e6ac,history,False,6,Subjects (magic)
w363e6ac,math,True,7,Subjects (magic)
w363e6ac,chemistry,False,7,Subjects (magic)
w363e6ac,spanish,False,9,Subjects (magic)
w363e6ac,english,False,10,Subjects (magic)
w363e6ac,algebra,False,5,Subjects (magic)
w363e6ac,physics,False,5,Subjects (magic)
w363e6ac,french,False,10,Subjects (magic)
w363e6ac,biology,False,7,Subjects (magic)
w363e6ac,geometry,False,2,Subjects (magic)
w363e6ac,calculus,False,4,Subjects (magic)
w363e6ac,bus,True,-5,Vehicles (veto)
w363e6ac,skateboard,False,-1,Vehicles (veto)
w363e6ac,helicopter,False,0,Vehicles (veto)
w363e6ac,bicycle,True,-5,Vehicles (veto)
w363e6ac,train,False,-8,Vehicles (veto)
w363e6ac,car,True,-10,Vehicles (veto)
w363e6ac,scooter,False,-2,Vehicles (veto)
w363e6ac,UNK,False,-1,Vehicles (veto)
w363e6ac,airplane,False,-3,Vehicles (veto)
w363e6ac,UNK,False,1,Animals (bubble)
w363e6ac,UNK,False,3,Animals (bubble)
w363e6ac,panda,False,7,Animals (bubble)
w363e6ac,kangaroo,False,6,Animals (bubble)
w363e6ac,monkey,False,6,Animals (bubble)
w363e6ac,koala,False,3,Animals (bubble)
