wid,outcome,considered,evaluation,prompt_id,raw_outcome
w616cc3b,car,True,-9,Vehicles (veto),Car
w616cc3b,bus,True,-8,Vehicles (veto),Bike
w616cc3b,scooter,False,-1,Vehicles (veto),scooter
w616cc3b,bicycle,False,-8,Vehicles (veto),bicycle
w616cc3b,limousine,False,-1,Vehicles (veto),limousine
w616cc3b,calculus,False,8,Subjects (magic),calculus
w616cc3b,physics,False,7,Subjects (magic),physics
w616cc3b,english,False,5,Subjects (magic),english
w616cc3b,spanish,False,7,Subjects (magic),spanish
w616cc3b,french,False,6,Subjects (magic),french
w616cc3b,algebra,False,7,Subjects (magic),algebra
w616cc3b,chemistry,True,7,Subjects (magic),Chemistry
w616cc3b,geometry,False,6,Subjects (magic),geometry
w616cc3b,biology,False,8,Subjects (magic),biology
w616cc3b,history,False,9,Subjects (magic),history
wf04dfee,london,False,0,PRACTICE,London
wf04dfee,paris,False,1,PRACTICE,Paris
wf04dfee,venice,False,3,PRACTICE,Venice
wf04dfee,amsterdam,False,-2,PRACTICE,Amsterdam
wf04dfee,madrid,False,6,PRACTICE,Madrid
wf04dfee,athens,False,2,PRACTICE,Athens
wf04dfee,rome,False,6,PRACTICE,Rome
wf04dfee,vienna,False,4,PRACTICE,Vienna
wf04dfee,lemur,False,2,Animals (bubble),lemur
wf04dfee,rhinoceros,False,1,Animals (bubble),rhinoceros
wf04dfee,kangaroo,False,2,Animals (bubble),kangaroo
wf04dfee,zebra,True,6,Animals (bubble),Zebra
wf04dfee,tiger,False,6,Animals (bubble),tiger
wf04dfee,elephant,False,6,Animals (bubble),elephant
wf04dfee,sloth,False,7,Animals (bubble),sloth
wf04dfee,peacock,False,1,Animals (bubble),peacock
wf04dfee,UNK,True,4,Animals (bubble),Hippo
wf04dfee,gorilla,False,1,Animals (bubble),gorilla
wf04dfee,koala,False,9,Animals (bubble),koala
wf04dfee,crocodile,False,9,Animals (bubble),crocodile
wf04dfee,lion,False,3,Animals (bubble),lion
wf04dfee,jaguar,False,2,Animals (bubble),jaguar
wf04dfee,monkey,False,2,Animals (bubble),monkey
wf04dfee,giraffe,False,9,Animals (bubble),giraffe
wf04dfee,panda,False,6,Animals (bubble),panda
wf04dfee,skateboard,False,9,Vehicles (veto),skateboard
wf04dfee,bus,False,-2,Vehicles (veto),bus
wf04dfee,helicopter,False,6,Vehicles (veto),helicopter
wf04dfee,limousine,False,8,Vehicles (veto),limousine
wf04dfee,unicycle,False,9,Vehicles (veto),unicycle
wf04dfee,bicycle,False,-6,Vehicles (veto),bicycle
wf04dfee,boat,False,-3,Vehicles (veto),boat
wf04dfee,plane,False,-9,Vehicles (veto),plane
wf04dfee,car,False,-9,Vehicles (veto),car
wf04dfee,scooter,False,-4,Vehicles (veto),scooter
wf04dfee,train,False,-1,Vehicles (veto),train
wf04dfee,physics,False,-2,Subjects (magic),physics
wf04dfee,chemistry,False,1,Subjects (magic),chemistry
wf04dfee,biology,False,3,Subjects (magic),biology
wf04dfee,spanish,False,7,Subjects (magic),spanish
wf04dfee,geometry,False,2,Subjects (magic),geometry
wf04dfee,algebra,False,1,Subjects (magic),algebra
wf04dfee,calculus,False,2,Subjects (magic),calculus
wf04dfee,history,False,8,Subjects (magic),history
wf04dfee,english,False,5,Subjects (magic),english
wf04dfee,french,False,6,Subjects (magic),french
wf04dfee,rugby,False,-1,Sports (silence),rugby
wf04dfee,baseball,False,-1,Sports (silence),baseball
wf04dfee,badminton,False,1,Sports (silence),badminton
wf04dfee,bowling,False,1,Sports (silence),bowling
wf04dfee,golf,False,1,Sports (silence),golf
wf04dfee,boxing,False,-1,Sports (silence),boxing
wf04dfee,volleyball,False,-1,Sports (silence),volleyball
wf04dfee,soccer,False,1,Sports (silence),soccer
wf04dfee,football,False,-1,Sports (silence),football
wf04dfee,cricket,False,-1,Sports (silence),cricket
wf04dfee,tennis,False,2,Sports (silence),tennis
wf04dfee,basketball,False,1,Sports (silence),basketball
w251ef24,rome,False,4,PRACTICE,Rome
w251ef24,vienna,False,4,PRACTICE,Vienna
w251ef24,venice,False,4,PRACTICE,Venice
w251ef24,amsterdam,False,6,PRACTICE,Amsterdam
w251ef24,athens,False,4,PRACTICE,Athens
w251ef24,london,False,1,PRACTICE,London
w251ef24,paris,False,5,PRACTICE,Paris
w251ef24,madrid,False,2,PRACTICE,Madrid
w251ef24,bus,True,2,Vehicles (commute),Bus
w251ef24,limousine,False,10,Vehicles (commute),limousine
w251ef24,unicycle,False,-8,Vehicles (commute),unicycle
w251ef24,bicycle,False,-8,Vehicles (commute),bicycle
w251ef24,train,True,1,Vehicles (commute),Train
w251ef24,scooter,False,-8,Vehicles (commute),scooter
w251ef24,plane,False,-7,Vehicles (commute),plane
w251ef24,helicopter,False,1,Vehicles (commute),helicopter
w251ef24,UNK,True,10,Vehicles (commute),Driver
w251ef24,skateboard,False,-7,Vehicles (commute),skateboard
w251ef24,chemistry,False,2,Subjects (school),chemistry
w251ef24,english,False,2,Subjects (school),english
w251ef24,history,False,-2,Subjects (school),history
w251ef24,algebra,False,-2,Subjects (school),algebra
w251ef24,biology,False,1,Subjects (school),biology
w251ef24,calculus,False,1,Subjects (school),calculus
w251ef24,geometry,False,3,Subjects (school),geometry
w251ef24,spanish,False,1,Subjects (school),spanish
w251ef24,french,False,-2,Subjects (school),french
w251ef24,physics,False,1,Subjects (school),physics
w251ef24,lemur,False,3,Animals (intimate),lemur
w251ef24,rhinoceros,False,1,Animals (intimate),rhinoceros
w251ef24,panda,False,4,Animals (intimate),panda
w251ef24,sloth,False,4,Animals (intimate),sloth
w251ef24,lion,True,1,Animals (intimate),lion
w251ef24,peacock,False,1,Animals (intimate),peacock
w251ef24,crocodile,False,-2,Animals (intimate),crocodile
w251ef24,kangaroo,False,2,Animals (intimate),kangaroo
w251ef24,monkey,False,1,Animals (intimate),monkey
w251ef24,gorilla,False,1,Animals (intimate),gorilla
w251ef24,tiger,False,2,Animals (intimate),tiger
w251ef24,UNK,True,2,Animals (intimate),ferret
w251ef24,jaguar,False,3,Animals (intimate),jaguar
w251ef24,giraffe,False,4,Animals (intimate),giraffe
w251ef24,UNK,True,7,Animals (intimate),penguin
w251ef24,deer,False,3,Animals (intimate),deer
w251ef24,zebra,False,5,Animals (intimate),zebra
w251ef24,cobra,False,1,Animals (intimate),cobra
w251ef24,koala,False,4,Animals (intimate),koala
w251ef24,elephant,False,1,Animals (intimate),elephant
w251ef24,badminton,False,-2,Sports (season),badminton
w251ef24,basketball,False,-4,Sports (season),basketball
w251ef24,football,False,-5,Sports (season),football
w251ef24,soccer,False,-5,Sports (season),soccer
w251ef24,bowling,False,0,Sports (season),bowling
w251ef24,volleyball,False,-2,Sports (season),volleyball
w251ef24,boxing,False,-4,Sports (season),boxing
w251ef24,tennis,False,-1,Sports (season),tennis
w251ef24,baseball,False,-1,Sports (season),baseball
w251ef24,rugby,False,-4,Sports (season),rugby
w251ef24,golf,False,-5,Sports (season),golf
w251ef24,cricket,False,-5,Sports (season),cricket
wc5f34d8,rome,False,3,PRACTICE,Rome
wc5f34d8,venice,False,3,PRACTICE,Venice
wc5f34d8,paris,False,-3,PRACTICE,Paris
wc5f34d8,london,False,-3,PRACTICE,London
wc5f34d8,amsterdam,False,5,PRACTICE,Amsterdam
wc5f34d8,madrid,False,4,PRACTICE,Madrid
wc5f34d8,vienna,False,4,PRACTICE,Vienna
wc5f34d8,athens,False,2,PRACTICE,Athens
wc5f34d8,bus,True,3,Vehicles (commute),buggy
wc5f34d8,helicopter,False,0,Vehicles (commute),helicopter
wc5f34d8,car,True,10,Vehicles (commute),Car
wc5f34d8,limousine,False,-7,Vehicles (commute),limousine
wc5f34d8,plane,False,-7,Vehicles (commute),plane
wc5f34d8,UNK,True,4,Vehicles (commute),trolly
wc5f34d8,train,True,4,Vehicles (commute),train
wc5f34d8,unicycle,False,-5,Vehicles (commute),unicycle
wc5f34d8,bicycle,False,4,Vehicles (commute),bicycle
wc5f34d8,scooter,True,4,Vehicles (commute),scooter
wc5f34d8,skateboard,False,-10,Vehicles (commute),skateboard
wc5f34d8,UNK,True,-5,Vehicles (commute),horse
wc5f34d8,UNK,True,4,Vehicles (commute),electric bike
wc5f34d8,calculus,True,10,Subjects (school),calculus
wc5f34d8,UNK,True,10,Subjects (school),programming
wc5f34d8,UNK,True,10,Subjects (school),discrete math
wc5f34d8,UNK,True,10,Subjects (school),math
wc5f34d8,chemistry,False,-10,Subjects (school),chemistry
wc5f34d8,algebra,False,10,Subjects (school),algebra
wc5f34d8,history,False,10,Subjects (school),history
wc5f34d8,physics,False,-10,Subjects (school),physics
wc5f34d8,english,False,10,Subjects (school),english
wc5f34d8,biology,False,10,Subjects (school),biology
wc5f34d8,geometry,False,4,Subjects (school),geometry
wc5f34d8,french,False,0,Subjects (school),french
wc5f34d8,spanish,False,0,Subjects (school),spanish
wc5f34d8,kangaroo,False,-10,Animals (intimate),kangaroo
wc5f34d8,elephant,False,-10,Animals (intimate),elephant
wc5f34d8,cobra,False,-10,Animals (intimate),cobra
wc5f34d8,rhinoceros,False,-10,Animals (intimate),rhinoceros
wc5f34d8,tiger,False,-10,Animals (intimate),tiger
wc5f34d8,giraffe,False,-10,Animals (intimate),giraffe
wc5f34d8,lion,False,-10,Animals (intimate),lion
wc5f34d8,sloth,False,-10,Animals (intimate),sloth
wc5f34d8,lemur,False,-10,Animals (intimate),lemur
wc5f34d8,crocodile,False,-10,Animals (intimate),crocodile
wc5f34d8,zebra,False,-10,Animals (intimate),zebra
wc5f34d8,panda,False,-10,Animals (intimate),panda
wc5f34d8,koala,False,-10,Animals (intimate),koala
wc5f34d8,peacock,False,-10,Animals (intimate),peacock
wc5f34d8,jaguar,False,-10,Animals (intimate),jaguar
wc5f34d8,monkey,False,-10,Animals (intimate),monkey
wc5f34d8,gorilla,False,-10,Animals (intimate),gorilla
wc5f34d8,deer,False,-10,Animals (intimate),deer
wc5f34d8,tennis,False,1,Sports (season),tennis
wc5f34d8,rugby,False,-2,Sports (season),rugby
wc5f34d8,boxing,False,-2,Sports (season),boxing
wc5f34d8,soccer,False,-2,Sports (season),soccer
wc5f34d8,golf,False,-2,Sports (season),golf
wc5f34d8,basketball,False,-2,Sports (season),basketball
wc5f34d8,baseball,False,-2,Sports (season),baseball
wc5f34d8,football,False,-2,Sports (season),football
wc5f34d8,volleyball,False,2,Sports (season),volleyball
wc5f34d8,bowling,False,2,Sports (season),bowling
wc5f34d8,cricket,False,2,Sports (season),cricket
wc5f34d8,badminton,False,2,Sports (season),badminton
w0c074de,paris,False,10,PRACTICE,Paris
w0c074de,london,False,10,PRACTICE,London
w0c074de,amsterdam,False,10,PRACTICE,Amsterdam
w0c074de,athens,False,10,PRACTICE,Athens
w0c074de,venice,False,10,PRACTICE,Venice
w0c074de,rome,False,10,PRACTICE,Rome
w0c074de,madrid,False,0,PRACTICE,Madrid
w0c074de,vienna,False,0,PRACTICE,Vienna
w0c074de,elephant,False,3,Animals (intimate),elephant
w0c074de,cobra,False,-10,Animals (intimate),cobra
w0c074de,peacock,False,10,Animals (intimate),peacock
w0c074de,jaguar,False,-10,Animals (intimate),jaguar
w0c074de,rhinoceros,False,-10,Animals (intimate),rhinoceros
w0c074de,panda,False,10,Animals (intimate),panda
w0c074de,tiger,False,-10,Animals (intimate),tiger
w0c074de,koala,False,10,Animals (intimate),koala
w0c074de,zebra,False,10,Animals (intimate),zebra
w0c074de,deer,True,-5,Animals (intimate),Dogs
w0c074de,lion,True,-10,Animals (intimate),Lions
w0c074de,UNK,True,-10,Animals (intimate),Alligators
w0c074de,sloth,False,10,Animals (intimate),sloth
w0c074de,monkey,False,-10,Animals (intimate),monkey
w0c074de,giraffe,False,-6,Animals (intimate),giraffe
w0c074de,gorilla,False,-10,Animals (intimate),gorilla
w0c074de,crocodile,False,-10,Animals (intimate),crocodile
w0c074de,lemur,False,5,Animals (intimate),lemur
w0c074de,kangaroo,False,3,Animals (intimate),kangaroo
w0c074de,rugby,False,-6,Sports (season),rugby
w0c074de,badminton,False,5,Sports (season),badminton
w0c074de,tennis,False,-7,Sports (season),tennis
w0c074de,basketball,True,-9,Sports (season),Baseketball
w0c074de,bowling,False,-10,Sports (season),bowling
w0c074de,boxing,False,7,Sports (season),boxing
w0c074de,golf,False,-10,Sports (season),golf
w0c074de,football,False,-8,Sports (season),football
w0c074de,cricket,False,-5,Sports (season),cricket
w0c074de,volleyball,False,5,Sports (season),volleyball
w0c074de,soccer,False,-10,Sports (season),soccer
w0c074de,train,False,-10,Vehicles (commute),train
w0c074de,limousine,False,10,Vehicles (commute),limousine
w0c074de,skateboard,False,-10,Vehicles (commute),skateboard
w0c074de,unicycle,False,-10,Vehicles (commute),unicycle
w0c074de,plane,False,5,Vehicles (commute),plane
w0c074de,boat,False,-10,Vehicles (commute),boat
w0c074de,bus,False,-10,Vehicles (commute),bus
w0c074de,UNK,True,10,Vehicles (commute),Smart Car
w0c074de,bicycle,False,-10,Vehicles (commute),bicycle
w0c074de,scooter,False,-10,Vehicles (commute),scooter
w0c074de,car,False,10,Vehicles (commute),car
w0c074de,helicopter,False,5,Vehicles (commute),helicopter
w0c074de,physics,False,-10,Subjects (school),physics
w0c074de,history,False,5,Subjects (school),history
w0c074de,chemistry,False,-10,Subjects (school),chemistry
w0c074de,UNK,True,-10,Subjects (school),Science
w0c074de,calculus,False,-10,Subjects (school),calculus
w0c074de,english,False,-4,Subjects (school),english
w0c074de,french,False,3,Subjects (school),french
w0c074de,UNK,True,-3,Subjects (school),Math
w0c074de,algebra,False,-10,Subjects (school),algebra
w0c074de,geometry,False,-5,Subjects (school),geometry
w0c074de,biology,False,-5,Subjects (school),biology
w0c074de,spanish,False,2,Subjects (school),spanish
w3e97a1f,london,True,7,PRACTICE,London
w3e97a1f,venice,False,8,PRACTICE,Venice
w3e97a1f,athens,False,3,PRACTICE,Athens
w3e97a1f,amsterdam,False,3,PRACTICE,Amsterdam
w3e97a1f,vienna,False,4,PRACTICE,Vienna
w3e97a1f,rome,True,7,PRACTICE,Rome
w3e97a1f,paris,True,10,PRACTICE,Paris
w3e97a1f,rugby,False,-10,Sports (season),rugby
w3e97a1f,football,False,-10,Sports (season),football
w3e97a1f,bowling,False,-10,Sports (season),bowling
w3e97a1f,baseball,False,-10,Sports (season),baseball
w3e97a1f,soccer,False,-10,Sports (season),soccer
w3e97a1f,basketball,False,-10,Sports (season),basketball
w3e97a1f,cricket,False,-10,Sports (season),cricket
w3e97a1f,badminton,False,-10,Sports (season),badminton
w3e97a1f,golf,False,-10,Sports (season),golf
w3e97a1f,volleyball,False,-10,Sports (season),volleyball
w3e97a1f,boxing,False,-10,Sports (season),boxing
w3e97a1f,tennis,False,-10,Sports (season),tennis
w3e97a1f,scooter,False,-10,Vehicles (commute),scooter
w3e97a1f,unicycle,False,-10,Vehicles (commute),unicycle
w3e97a1f,car,True,7,Vehicles (commute),Taxi
w3e97a1f,car,True,7,Vehicles (commute),Uber
w3e97a1f,boat,False,2,Vehicles (commute),boat
w3e97a1f,limousine,False,10,Vehicles (commute),limousine
w3e97a1f,skateboard,False,-10,Vehicles (commute),skateboard
w3e97a1f,plane,False,-10,Vehicles (commute),plane
w3e97a1f,helicopter,False,-10,Vehicles (commute),helicopter
w3e97a1f,bicycle,False,-10,Vehicles (commute),bicycle
w3e97a1f,chemistry,False,-8,Subjects (school),chemistry
w3e97a1f,french,False,1,Subjects (school),french
w3e97a1f,history,False,2,Subjects (school),history
w3e97a1f,algebra,False,-10,Subjects (school),algebra
w3e97a1f,biology,False,1,Subjects (school),biology
w3e97a1f,english,False,-10,Subjects (school),english
w3e97a1f,calculus,False,-10,Subjects (school),calculus
w3e97a1f,spanish,False,1,Subjects (school),spanish
w3e97a1f,UNK,True,10,Subjects (school),Climbing
w3e97a1f,physics,False,-10,Subjects (school),physics
w3e97a1f,geometry,False,-10,Subjects (school),geometry
w3e97a1f,koala,False,1,Animals (intimate),koala
w3e97a1f,elephant,False,-10,Animals (intimate),elephant
w3e97a1f,sloth,False,-10,Animals (intimate),sloth
w3e97a1f,deer,False,1,Animals (intimate),deer
w3e97a1f,gorilla,False,-10,Animals (intimate),gorilla
w3e97a1f,zebra,False,-10,Animals (intimate),zebra
w3e97a1f,panda,False,-10,Animals (intimate),panda
w3e97a1f,peacock,False,1,Animals (intimate),peacock
w3e97a1f,rhinoceros,False,-10,Animals (intimate),rhinoceros
w3e97a1f,lemur,False,-10,Animals (intimate),lemur
w3e97a1f,crocodile,False,-10,Animals (intimate),crocodile
w3e97a1f,jaguar,False,-10,Animals (intimate),jaguar
w3e97a1f,kangaroo,False,1,Animals (intimate),kangaroo
w3e97a1f,monkey,False,-10,Animals (intimate),monkey
w3e97a1f,tiger,False,-10,Animals (intimate),tiger
w3e97a1f,cobra,False,-10,Animals (intimate),cobra
w3e97a1f,giraffe,False,-10,Animals (intimate),giraffe
w3e97a1f,lion,False,-10,Animals (intimate),lion
wd5a2d8f,rome,True,3,PRACTICE,Rome 
wd5a2d8f,UNK,True,3,PRACTICE,Prague
wd5a2d8f,athens,False,3,PRACTICE,Athens
wd5a2d8f,venice,True,3,PRACTICE,Venice
wd5a2d8f,vienna,False,3,PRACTICE,Vienna
wd5a2d8f,paris,True,5,PRACTICE,Paris
wd5a2d8f,amsterdam,False,3,PRACTICE,Amsterdam
wd5a2d8f,london,True,7,PRACTICE,London
wd5a2d8f,algebra,False,-1,Subjects (magic),algebra
wd5a2d8f,biology,False,1,Subjects (magic),biology
wd5a2d8f,UNK,True,10,Subjects (magic),Herbalism
wd5a2d8f,french,False,10,Subjects (magic),french
wd5a2d8f,english,False,1,Subjects (magic),english
wd5a2d8f,geometry,False,1,Subjects (magic),geometry
wd5a2d8f,physics,False,1,Subjects (magic),physics
wd5a2d8f,chemistry,False,1,Subjects (magic),chemistry
wd5a2d8f,spanish,False,1,Subjects (magic),spanish
wd5a2d8f,history,False,3,Subjects (magic),history
wd5a2d8f,calculus,False,1,Subjects (magic),calculus
wd5a2d8f,skateboard,False,1,Vehicles (veto),skateboard
wd5a2d8f,boat,False,-1,Vehicles (veto),boat
wd5a2d8f,helicopter,False,10,Vehicles (veto),helicopter
wd5a2d8f,unicycle,False,10,Vehicles (veto),unicycle
wd5a2d8f,plane,False,-1,Vehicles (veto),plane
wd5a2d8f,bus,False,1,Vehicles (veto),bus
wd5a2d8f,limousine,False,8,Vehicles (veto),limousine
wd5a2d8f,scooter,False,7,Vehicles (veto),scooter
wd5a2d8f,bicycle,False,1,Vehicles (veto),bicycle
wd5a2d8f,train,True,-2,Vehicles (veto),Train
wd5a2d8f,car,False,-10,Vehicles (veto),car
wd5a2d8f,football,False,10,Sports (silence),football
wd5a2d8f,golf,False,10,Sports (silence),golf
wd5a2d8f,basketball,False,1,Sports (silence),basketball
wd5a2d8f,bowling,False,1,Sports (silence),bowling
wd5a2d8f,boxing,False,10,Sports (silence),boxing
wd5a2d8f,volleyball,False,1,Sports (silence),volleyball
wd5a2d8f,UNK,True,10,Sports (silence),American football
wd5a2d8f,soccer,False,1,Sports (silence),soccer
wd5a2d8f,baseball,False,1,Sports (silence),baseball
wd5a2d8f,badminton,False,5,Sports (silence),badminton
wd5a2d8f,cricket,False,4,Sports (silence),cricket
wd5a2d8f,rugby,False,2,Sports (silence),rugby
wd5a2d8f,tennis,False,-1,Sports (silence),tennis
wd5a2d8f,sloth,False,5,Animals (bubble),sloth
wd5a2d8f,panda,False,4,Animals (bubble),panda
wd5a2d8f,monkey,False,-1,Animals (bubble),monkey
wd5a2d8f,cobra,False,-1,Animals (bubble),cobra
wd5a2d8f,elephant,False,4,Animals (bubble),elephant
wd5a2d8f,crocodile,False,2,Animals (bubble),crocodile
wd5a2d8f,gorilla,False,-1,Animals (bubble),gorilla
wd5a2d8f,zebra,False,4,Animals (bubble),zebra
wd5a2d8f,jaguar,False,3,Animals (bubble),jaguar
wd5a2d8f,koala,False,6,Animals (bubble),koala
wd5a2d8f,lion,False,10,Animals (bubble),lion
wd5a2d8f,peacock,False,1,Animals (bubble),peacock
wd5a2d8f,lemur,True,4,Animals (bubble),Emu
wd5a2d8f,tiger,True,10,Animals (bubble),Tiger
wd5a2d8f,kangaroo,False,3,Animals (bubble),kangaroo
wd5a2d8f,giraffe,False,3,Animals (bubble),giraffe
wd5a2d8f,rhinoceros,False,1,Animals (bubble),rhinoceros
w8883c2c,UNK,True,5,PRACTICE,"Copenhagen, vienne, Milan, Budafest, Berlin, Oslo, London, Pasris , Rome"
w8883c2c,amsterdam,False,1,PRACTICE,Amsterdam
w8883c2c,paris,False,7,PRACTICE,Paris
w8883c2c,athens,False,4,PRACTICE,Athens
w8883c2c,london,False,6,PRACTICE,London
w8883c2c,rome,False,8,PRACTICE,Rome
w8883c2c,vienna,False,4,PRACTICE,Vienna
w8883c2c,madrid,False,6,PRACTICE,Madrid
w8883c2c,venice,False,4,PRACTICE,Venice
w8883c2c,algebra,False,0,Subjects (school),algebra
w8883c2c,chemistry,False,5,Subjects (school),chemistry
w8883c2c,english,False,1,Subjects (school),english
w8883c2c,spanish,False,2,Subjects (school),spanish
w8883c2c,geometry,False,1,Subjects (school),geometry
w8883c2c,physics,False,1,Subjects (school),physics
w8883c2c,biology,False,5,Subjects (school),biology
w8883c2c,history,False,0,Subjects (school),history
w8883c2c,calculus,False,-1,Subjects (school),calculus
w8883c2c,french,False,1,Subjects (school),french
w8883c2c,panda,False,-8,Animals (intimate),panda
w8883c2c,lion,False,-10,Animals (intimate),lion
w8883c2c,monkey,False,-7,Animals (intimate),monkey
w8883c2c,crocodile,False,-10,Animals (intimate),crocodile
w8883c2c,elephant,False,-8,Animals (intimate),elephant
w8883c2c,lemur,False,-2,Animals (intimate),lemur
w8883c2c,zebra,False,-1,Animals (intimate),zebra
w8883c2c,jaguar,False,-10,Animals (intimate),jaguar
w8883c2c,sloth,False,-1,Animals (intimate),sloth
w8883c2c,tiger,False,-10,Animals (intimate),tiger
w8883c2c,deer,False,5,Animals (intimate),deer
w8883c2c,cobra,False,-10,Animals (intimate),cobra
w8883c2c,rhinoceros,False,-8,Animals (intimate),rhinoceros
w8883c2c,koala,False,3,Animals (intimate),koala
w8883c2c,giraffe,False,-10,Animals (intimate),giraffe
w8883c2c,kangaroo,False,0,Animals (intimate),kangaroo
w8883c2c,peacock,False,-8,Animals (intimate),peacock
w8883c2c,gorilla,False,-10,Animals (intimate),gorilla
w8883c2c,bicycle,False,7,Vehicles (commute),bicycle
w8883c2c,car,False,0,Vehicles (commute),car
w8883c2c,train,False,4,Vehicles (commute),train
w8883c2c,skateboard,False,-4,Vehicles (commute),skateboard
w8883c2c,unicycle,False,-10,Vehicles (commute),unicycle
w8883c2c,plane,False,0,Vehicles (commute),plane
w8883c2c,boat,False,0,Vehicles (commute),boat
w8883c2c,limousine,False,1,Vehicles (commute),limousine
w8883c2c,scooter,False,0,Vehicles (commute),scooter
w8883c2c,bus,False,2,Vehicles (commute),bus
w8883c2c,helicopter,False,-7,Vehicles (commute),helicopter
w8883c2c,rugby,False,-9,Sports (season),rugby
w8883c2c,badminton,False,4,Sports (season),badminton
w8883c2c,golf,False,-9,Sports (season),golf
w8883c2c,baseball,False,-9,Sports (season),baseball
w8883c2c,tennis,False,7,Sports (season),tennis
w8883c2c,cricket,False,-9,Sports (season),cricket
w8883c2c,boxing,False,-10,Sports (season),boxing
w8883c2c,football,False,-7,Sports (season),football
w8883c2c,bowling,False,3,Sports (season),bowling
w8883c2c,volleyball,False,8,Sports (season),volleyball
w8883c2c,basketball,False,2,Sports (season),basketball
w8883c2c,soccer,False,0,Sports (season),soccer
w2777a8f,rome,False,6,PRACTICE,Rome
w2777a8f,athens,False,2,PRACTICE,Athens
w2777a8f,london,True,10,PRACTICE,London
w2777a8f,UNK,True,10,PRACTICE,Berlin
w2777a8f,amsterdam,False,10,PRACTICE,Amsterdam
w2777a8f,venice,False,2,PRACTICE,Venice
w2777a8f,vienna,False,1,PRACTICE,Vienna
w2777a8f,paris,True,9,PRACTICE,Paris
w2777a8f,kangaroo,False,-2,Animals (intimate),kangaroo
w2777a8f,jaguar,False,-10,Animals (intimate),jaguar
w2777a8f,rhinoceros,False,-10,Animals (intimate),rhinoceros
w2777a8f,crocodile,False,-10,Animals (intimate),crocodile
w2777a8f,panda,False,-8,Animals (intimate),panda
w2777a8f,elephant,False,1,Animals (intimate),elephant
w2777a8f,monkey,False,0,Animals (intimate),monkey
w2777a8f,lemur,False,2,Animals (intimate),lemur
w2777a8f,cobra,False,-10,Animals (intimate),cobra
w2777a8f,giraffe,False,2,Animals (intimate),giraffe
w2777a8f,zebra,False,2,Animals (intimate),zebra
w2777a8f,lion,False,-10,Animals (intimate),lion
w2777a8f,koala,False,6,Animals (intimate),koala
w2777a8f,peacock,False,1,Animals (intimate),peacock
w2777a8f,tiger,False,-10,Animals (intimate),tiger
w2777a8f,gorilla,False,-9,Animals (intimate),gorilla
w2777a8f,sloth,False,7,Animals (intimate),sloth
w2777a8f,deer,False,-1,Animals (intimate),deer
w2777a8f,bus,True,10,Vehicles (commute),bike
w2777a8f,car,True,8,Vehicles (commute),car
w2777a8f,unicycle,False,-7,Vehicles (commute),unicycle
w2777a8f,scooter,False,8,Vehicles (commute),scooter
w2777a8f,bicycle,False,3,Vehicles (commute),bicycle
w2777a8f,plane,False,-2,Vehicles (commute),plane
w2777a8f,helicopter,False,10,Vehicles (commute),helicopter
w2777a8f,train,False,2,Vehicles (commute),train
