wid,prompt_id,outcome,evaluation,considered
w8317a27,Subjects (magic),algebra,-4,False
w8317a27,Subjects (magic),biology,8,False
w8317a27,Subjects (magic),calculus,-5,False
w8317a27,Subjects (magic),geometry,-5,False
w8317a27,Subjects (magic),spanish,4,False
w8317a27,Subjects (magic),physics,-3,False
w8317a27,Sports (silence),volleyball,0,False
w8317a27,Sports (silence),baseball,0,False
w8317a27,Sports (silence),rugby,0,False
w8317a27,Sports (silence),tennis,-3,False
w8317a27,Sports (silence),basketball,0,False
w8317a27,Sports (silence),boxing,0,False
w8317a27,Sports (silence),lacrosse,0,False
w8317a27,Sports (silence),badminton,0,False
w8317a27,Sports (silence),football,9,False
w8317a27,Sports (silence),bowling,0,False
w8317a27,Sports (silence),golf,4,False
w8317a27,Sports (silence),cricket,0,False
w8317a27,Sports (silence),soccer,1,False
w8317a27,Cities (moving),London,10,False
w8317a27,Cities (moving),Athens,2,False
w8317a27,Cities (moving),Vienna,-2,False
w8317a27,Cities (moving),Venice,-2,False
w8317a27,Cities (moving),Amsterdam,1,False
w8317a27,Cities (moving),Rome,-1,False
w8317a27,Cities (moving),Paris,6,True
w8317a27,Cities (moving),Madrid,-3,False
w808d687,Sports (silence),tennis,-5,False
w808d687,Sports (silence),football,-7,True
w808d687,Sports (silence),cricket,1,False
w808d687,Sports (silence),soccer,-1,False
w808d687,Sports (silence),baseball,-6,False
w808d687,Sports (silence),volleyball,0,False
w808d687,Sports (silence),badminton,0,False
w808d687,Sports (silence),rugby,0,False
w808d687,Sports (silence),bowling,-5,False
w808d687,Sports (silence),boxing,-3,False
w808d687,Sports (silence),basketball,-10,False
w808d687,Sports (silence),golf,2,False
w808d687,Sports (silence),lacrosse,-8,True
w808d687,Animals (bubble),tiger,10,False
w808d687,Animals (bubble),snake,10,False
w808d687,Animals (bubble),penguin,10,False
w808d687,Animals (bubble),dolphin,10,False
w808d687,Animals (bubble),monkey,10,False
w808d687,Animals (bubble),elephant,10,False
w808d687,Animals (bubble),hippo,10,False
w808d687,Animals (bubble),deer,4,False
w808d687,Animals (bubble),giraffe,10,False
w808d687,Animals (bubble),peacock,10,False
w808d687,Animals (bubble),zebra,10,False
w808d687,Animals (bubble),cobra,10,False
w808d687,Animals (bubble),panda,10,False
w808d687,Animals (bubble),lion,10,False
w808d687,Animals (bubble),shark,10,False
w808d687,Animals (bubble),jaguar,10,False
w808d687,Animals (bubble),kangaroo,10,False
w808d687,Animals (bubble),koala,3,False
w808d687,Animals (bubble),gorilla,10,False
w808d687,Animals (bubble),lemur,10,False
w808d687,Cities (moving),Venice,10,False
w808d687,Cities (moving),Rome,10,False
w808d687,Cities (moving),Madrid,10,False
w808d687,Cities (moving),London,5,False
w808d687,Cities (moving),Paris,7,False
w808d687,Cities (moving),Vienna,6,False
w808d687,Cities (moving),Athens,10,False
w808d687,Cities (moving),Amsterdam,10,False
w808d687,Fruit (daily),raspberry,10,False
w808d687,Fruit (daily),blueberry,10,False
w808d687,Fruit (daily),lemon,-8,False
w808d687,Fruit (daily),strawberry,10,False
w808d687,Fruit (daily),peach,10,False
w808d687,Fruit (daily),pineapple,-2,False
w808d687,Fruit (daily),orange,1,False
w808d687,Fruit (daily),mango,10,False
w808d687,Fruit (daily),banana,4,False
w808d687,Fruit (daily),blackberry,10,False
w808d687,Fruit (daily),cantaloupe,-6,True
w808d687,Fruit (daily),grape,10,False
w808d687,Fruit (daily),watermelon,3,False
w808d687,Subjects (magic),biology,10,False
w808d687,Subjects (magic),calculus,10,False
w808d687,Subjects (magic),physics,10,False
w808d687,Subjects (magic),english,5,False
w808d687,Subjects (magic),french,10,False
w808d687,Subjects (magic),geometry,4,False
w808d687,Subjects (magic),history,5,False
w808d687,Subjects (magic),spanish,10,False
w808d687,Subjects (magic),chemistry,10,False
w808d687,Subjects (magic),algebra,8,False
w808d687,Vehicles (veto),train,0,False
w808d687,Vehicles (veto),motorcycle,0,False
w808d687,Vehicles (veto),car,-10,False
w808d687,Vehicles (veto),bicycle,-6,False
w808d687,Vehicles (veto),bus,0,False
w808d687,Vehicles (veto),helicopter,0,False
w808d687,Vehicles (veto),skateboard,3,False
w808d687,Vehicles (veto),plane,-4,False
w808d687,Vehicles (veto),scooter,0,False
w808d687,Vehicles (veto),unicycle,4,False
w808d687,Vehicles (veto),boat,-8,False
w808d687,Vehicles (veto),limousine,0,False
w3926020,Cities (moving),Amsterdam,6,False
w3926020,Cities (moving),Athens,6,False
w3926020,Cities (moving),Rome,5,False
w3926020,Cities (moving),Paris,6,True
w3926020,Cities (moving),Venice,6,False
w3926020,Cities (moving),Madrid,-7,False
w3926020,Cities (moving),Vienna,6,False
w3926020,Cities (moving),London,10,False
w3926020,Fruit (daily),raspberry,10,False
w3926020,Fruit (daily),blackberry,8,False
w3926020,Fruit (daily),strawberry,10,False
w3926020,Fruit (daily),blueberry,10,False
w3926020,Fruit (daily),watermelon,-8,False
w3926020,Fruit (daily),grape,10,False
w3926020,Fruit (daily),cantaloupe,-10,False
w3926020,Fruit (daily),mango,-10,False
w3926020,Fruit (daily),lemon,-10,False
w3926020,Fruit (daily),orange,-10,False
w3926020,Fruit (daily),pineapple,-10,False
w3926020,Fruit (daily),peach,10,False
w3926020,Fruit (daily),banana,10,False
w3926020,Vehicles (veto),motorcycle,10,False
w3926020,Vehicles (veto),skateboard,10,False
w3926020,Vehicles (veto),car,-10,False
w3926020,Vehicles (veto),boat,-3,False
w3926020,Vehicles (veto),bicycle,-3,False
w3926020,Vehicles (veto),bus,-9,False
w3926020,Vehicles (veto),unicycle,10,False
w3926020,Vehicles (veto),scooter,10,False
w3926020,Vehicles (veto),helicopter,10,False
w3926020,Vehicles (veto),plane,-8,False
w3926020,Vehicles (veto),limousine,-10,False
w3926020,Vehicles (veto),train,-9,False
w3926020,Subjects (magic),geometry,7,False
w3926020,Subjects (magic),calculus,7,False
w3926020,Subjects (magic),chemistry,7,False
w3926020,Subjects (magic),spanish,7,False
w3926020,Subjects (magic),french,10,False
w3926020,Subjects (magic),physics,8,False
w3926020,Subjects (magic),algebra,8,False
w3926020,Subjects (magic),biology,8,False
w3926020,Subjects (magic),history,10,False
w3926020,Subjects (magic),english,10,False
w3926020,Sports (silence),lacrosse,10,False
w3926020,Sports (silence),volleyball,10,False
w3926020,Sports (silence),soccer,10,False
w3926020,Sports (silence),golf,10,False
w3926020,Sports (silence),boxing,10,False
w3926020,Sports (silence),bowling,10,False
w3926020,Sports (silence),badminton,10,False
w3926020,Sports (silence),basketball,10,False
w3926020,Sports (silence),cricket,10,False
w3926020,Sports (silence),baseball,10,False
w3926020,Sports (silence),football,10,False
w3926020,Sports (silence),rugby,10,False
w3926020,Sports (silence),tennis,10,False
w3926020,Animals (bubble),jaguar,4,False
w3926020,Animals (bubble),panda,4,False
w3926020,Animals (bubble),elephant,10,False
w3926020,Animals (bubble),gorilla,10,False
w3926020,Animals (bubble),cobra,-6,False
w3926020,Animals (bubble),penguin,6,False
w3926020,Animals (bubble),giraffe,10,False
w3926020,Animals (bubble),tiger,3,False
w3926020,Animals (bubble),hippo,7,False
w3926020,Animals (bubble),monkey,9,False
w3926020,Animals (bubble),koala,-6,False
w3926020,Animals (bubble),shark,4,False
w3926020,Animals (bubble),zebra,5,False
w3926020,Animals (bubble),kangaroo,5,False
w3926020,Animals (bubble),deer,5,False
w3926020,Animals (bubble),lion,5,False
w3926020,Animals (bubble),snake,-7,False
w3926020,Animals (bubble),dolphin,7,False
w3926020,Animals (bubble),lemur,5,False
w3926020,Animals (bubble),peacock,-5,False
w298bce8,Vehicles (commute),motorcycle,-1,False
w298bce8,Vehicles (commute),skateboard,-3,False
w298bce8,Vehicles (commute),boat,-2,False
w298bce8,Vehicles (commute),bus,1,True
w298bce8,Vehicles (commute),train,9,False
w298bce8,Vehicles (commute),unicycle,-10,False
w298bce8,Vehicles (commute),car,8,True
w298bce8,Vehicles (commute),bicycle,1,False
w298bce8,Vehicles (commute),plane,3,False
w298bce8,Vehicles (commute),helicopter,6,True
w298bce8,Vehicles (commute),scooter,-3,True
w298bce8,Vehicles (commute),limousine,8,False
w298bce8,Fruit (ripe),orange,0,False
w298bce8,Fruit (ripe),mango,10,True
w298bce8,Fruit (ripe),blackberry,-1,False
w298bce8,Fruit (ripe),strawberry,2,False
w298bce8,Fruit (ripe),grape,0,False
w298bce8,Fruit (ripe),watermelon,1,False
w298bce8,Fruit (ripe),cantaloupe,2,False
w298bce8,Fruit (ripe),banana,-2,False
w298bce8,Fruit (ripe),pineapple,4,False
w298bce8,Fruit (ripe),blueberry,-10,False
w298bce8,Fruit (ripe),peach,4,False
w298bce8,Fruit (ripe),lemon,6,False
w298bce8,Fruit (ripe),raspberry,1,False
w298bce8,Cities (vacation),Paris,9,True
w298bce8,Cities (vacation),London,10,False
w298bce8,Cities (vacation),Athens,8,False
w298bce8,Cities (vacation),Amsterdam,4,False
w298bce8,Cities (vacation),Vienna,5,False
w298bce8,Cities (vacation),Rome,7,True
w298bce8,Cities (vacation),Madrid,4,False
w298bce8,Cities (vacation),Venice,8,False
w298bce8,Subjects (school),biology,1,False
w298bce8,Subjects (school),history,10,False
w298bce8,Subjects (school),geometry,6,False
w298bce8,Subjects (school),algebra,7,True
w298bce8,Subjects (school),calculus,5,False
w298bce8,Subjects (school),english,9,True
w298bce8,Subjects (school),chemistry,3,True
w298bce8,Subjects (school),french,-9,False
w298bce8,Subjects (school),physics,5,False
w298bce8,Subjects (school),spanish,3,False
w298bce8,Sports (season),baseball,-4,True
w298bce8,Sports (season),basketball,-9,True
w298bce8,Sports (season),boxing,-10,False
w298bce8,Sports (season),badminton,-1,False
w298bce8,Sports (season),lacrosse,-2,False
w298bce8,Sports (season),rugby,-4,False
w298bce8,Sports (season),soccer,-5,False
w298bce8,Sports (season),volleyball,-10,False
w298bce8,Sports (season),football,-9,True
w298bce8,Sports (season),cricket,-1,False
w298bce8,Sports (season),bowling,1,False
w298bce8,Sports (season),golf,-10,False
w298bce8,Sports (season),tennis,-1,True
w298bce8,Animals (intimate),snake,-10,False
w298bce8,Animals (intimate),kangaroo,-1,False
w298bce8,Animals (intimate),monkey,-6,True
w298bce8,Animals (intimate),lemur,-1,False
w298bce8,Animals (intimate),deer,1,False
w298bce8,Animals (intimate),zebra,3,False
w298bce8,Animals (intimate),koala,2,True
w298bce8,Animals (intimate),tiger,-10,False
w298bce8,Animals (intimate),hippo,-9,False
w298bce8,Animals (intimate),penguin,6,False
w298bce8,Animals (intimate),cobra,-10,False
w298bce8,Animals (intimate),panda,1,False
w298bce8,Animals (intimate),jaguar,-10,False
w298bce8,Animals (intimate),giraffe,2,True
w298bce8,Animals (intimate),elephant,-1,False
w298bce8,Animals (intimate),gorilla,-10,False
w298bce8,Animals (intimate),shark,-10,False
w298bce8,Animals (intimate),lion,-10,False
w298bce8,Animals (intimate),peacock,2,False
w298bce8,Animals (intimate),dolphin,7,False
w41b239a,Animals (intimate),deer,2,False
w41b239a,Animals (intimate),peacock,-3,False
w41b239a,Animals (intimate),penguin,1,False
w41b239a,Animals (intimate),shark,-10,False
w41b239a,Animals (intimate),tiger,-10,False
w41b239a,Animals (intimate),monkey,-3,False
w41b239a,Animals (intimate),jaguar,-10,False
w41b239a,Animals (intimate),elephant,0,False
w41b239a,Animals (intimate),koala,0,False
w41b239a,Animals (intimate),gorilla,-9,False
w41b239a,Animals (intimate),kangaroo,-9,False
w41b239a,Animals (intimate),giraffe,0,False
w41b239a,Animals (intimate),panda,1,False
w41b239a,Animals (intimate),lemur,1,False
w41b239a,Animals (intimate),zebra,0,False
w41b239a,Animals (intimate),lion,-10,False
w41b239a,Animals (intimate),snake,-10,False
w41b239a,Animals (intimate),hippo,-10,False
w41b239a,Animals (intimate),dolphin,0,False
w41b239a,Animals (intimate),cobra,-10,False
w41b239a,Vehicles (commute),bicycle,-4,False
w41b239a,Vehicles (commute),helicopter,-4,False
w41b239a,Vehicles (commute),train,1,False
w41b239a,Vehicles (commute),car,10,False
w41b239a,Vehicles (commute),bus,-2,True
w41b239a,Vehicles (commute),plane,-3,False
w41b239a,Vehicles (commute),boat,0,False
w41b239a,Vehicles (commute),scooter,-5,False
w41b239a,Vehicles (commute),skateboard,-8,False
w41b239a,Vehicles (commute),limousine,5,False
w41b239a,Vehicles (commute),motorcycle,-6,True
w41b239a,Vehicles (commute),unicycle,-10,False
w41b239a,Sports (season),basketball,-2,False
w41b239a,Sports (season),golf,-7,False
w41b239a,Sports (season),soccer,-4,False
w41b239a,Sports (season),cricket,-6,False
w41b239a,Sports (season),volleyball,-4,False
w41b239a,Sports (season),lacrosse,-5,False
w41b239a,Sports (season),tennis,-4,False
w41b239a,Sports (season),baseball,-4,False
w41b239a,Sports (season),rugby,-6,False
w41b239a,Sports (season),boxing,-6,False
w41b239a,Sports (season),badminton,-6,False
w41b239a,Sports (season),football,-6,False
w41b239a,Sports (season),bowling,-6,False
w41b239a,Fruit (ripe),strawberry,9,True
w41b239a,Fruit (ripe),cantaloupe,6,False
w41b239a,Fruit (ripe),grape,4,False
w41b239a,Fruit (ripe),raspberry,3,False
w41b239a,Fruit (ripe),watermelon,10,False
w41b239a,Fruit (ripe),blackberry,2,False
w41b239a,Fruit (ripe),peach,7,False
w41b239a,Fruit (ripe),orange,6,False
w41b239a,Fruit (ripe),mango,3,False
w41b239a,Fruit (ripe),pineapple,5,False
w41b239a,Fruit (ripe),lemon,1,False
w41b239a,Fruit (ripe),banana,1,False
w41b239a,Fruit (ripe),blueberry,1,False
w41b239a,Subjects (school),physics,-4,False
w41b239a,Subjects (school),spanish,-6,False
w41b239a,Subjects (school),english,10,False
w41b239a,Subjects (school),chemistry,4,False
w41b239a,Subjects (school),biology,7,False
w41b239a,Subjects (school),calculus,-4,False
w41b239a,Subjects (school),french,5,False
w41b239a,Subjects (school),algebra,7,False
w41b239a,Subjects (school),history,7,False
w41b239a,Subjects (school),geometry,-5,False
w41b239a,Cities (vacation),Vienna,8,False
w41b239a,Cities (vacation),Amsterdam,6,False
w41b239a,Cities (vacation),Paris,8,False
w41b239a,Cities (vacation),Athens,8,False
w41b239a,Cities (vacation),Venice,8,False
w41b239a,Cities (vacation),London,5,False
w41b239a,Cities (vacation),Madrid,3,False
w41b239a,Cities (vacation),Rome,8,False
w84ce833,Subjects (magic),algebra,-1,False
w84ce833,Subjects (magic),geometry,-4,False
w84ce833,Subjects (magic),biology,-1,False
w84ce833,Subjects (magic),spanish,-4,False
w84ce833,Subjects (magic),physics,3,False
w84ce833,Subjects (magic),english,-1,False
w84ce833,Subjects (magic),french,-4,False
w84ce833,Subjects (magic),calculus,3,False
w84ce833,Subjects (magic),chemistry,1,False
w84ce833,Subjects (magic),history,1,False
w84ce833,Cities (moving),Vienna,1,False
w84ce833,Cities (moving),Paris,-1,False
w84ce833,Cities (moving),Athens,-1,False
w84ce833,Cities (moving),Rome,-1,False
w84ce833,Cities (moving),Madrid,-2,False
w84ce833,Cities (moving),Venice,-2,False
w84ce833,Cities (moving),London,1,False
w84ce833,Cities (moving),Amsterdam,1,False
w84ce833,Fruit (daily),watermelon,2,False
w84ce833,Fruit (daily),cantaloupe,-10,False
w84ce833,Fruit (daily),blackberry,4,False
w84ce833,Fruit (daily),blueberry,4,False
w84ce833,Fruit (daily),strawberry,1,False
w84ce833,Fruit (daily),pineapple,1,False
w84ce833,Fruit (daily),banana,1,False
w84ce833,Fruit (daily),lemon,-2,False
w84ce833,Fruit (daily),raspberry,-3,False
w84ce833,Fruit (daily),grape,-3,False
w84ce833,Fruit (daily),orange,2,False
w84ce833,Fruit (daily),mango,2,True
w84ce833,Fruit (daily),peach,-1,False
w84ce833,Animals (bubble),peacock,1,False
w84ce833,Animals (bubble),dolphin,4,False
w84ce833,Animals (bubble),tiger,3,False
w84ce833,Animals (bubble),giraffe,-1,False
w84ce833,Animals (bubble),elephant,2,False
w84ce833,Animals (bubble),snake,-4,False
w84ce833,Animals (bubble),lemur,2,False
w84ce833,Animals (bubble),penguin,1,False
w84ce833,Animals (bubble),cobra,-4,False
w84ce833,Animals (bubble),shark,1,False
w84ce833,Animals (bubble),panda,-2,False
w84ce833,Animals (bubble),zebra,1,False
w84ce833,Animals (bubble),jaguar,3,False
w84ce833,Animals (bubble),monkey,1,False
w84ce833,Animals (bubble),hippo,-1,False
w84ce833,Animals (bubble),koala,-1,False
w84ce833,Animals (bubble),deer,3,False
w84ce833,Animals (bubble),lion,1,False
w84ce833,Animals (bubble),kangaroo,1,False
w84ce833,Animals (bubble),gorilla,-1,False
w84ce833,Sports (silence),basketball,10,False
w84ce833,Sports (silence),lacrosse,1,False
w84ce833,Sports (silence),volleyball,-3,False
w84ce833,Sports (silence),tennis,-3,False
w84ce833,Sports (silence),badminton,-3,False
w84ce833,Sports (silence),football,6,False
w84ce833,Sports (silence),bowling,2,False
w84ce833,Sports (silence),baseball,-3,False
w84ce833,Sports (silence),cricket,-1,False
w84ce833,Sports (silence),soccer,1,False
w84ce833,Sports (silence),rugby,-3,False
w84ce833,Sports (silence),golf,3,False
w84ce833,Sports (silence),boxing,1,False
w84ce833,Vehicles (veto),car,-5,False
w84ce833,Vehicles (veto),limousine,-2,False
w84ce833,Vehicles (veto),skateboard,3,False
w84ce833,Vehicles (veto),boat,-1,False
w84ce833,Vehicles (veto),bus,3,False
w84ce833,Vehicles (veto),plane,-6,False
w84ce833,Vehicles (veto),train,-3,False
w84ce833,Vehicles (veto),scooter,3,False
w84ce833,Vehicles (veto),helicopter,-1,True
w84ce833,Vehicles (veto),motorcycle,3,False
w84ce833,Vehicles (veto),unicycle,5,False
w84ce833,Vehicles (veto),bicycle,2,False
w4fdf442,Sports (season),volleyball,0,False
w4fdf442,Sports (season),basketball,1,True
w4fdf442,Sports (season),cricket,-1,False
w4fdf442,Sports (season),tennis,0,False
w4fdf442,Sports (season),lacrosse,2,False
w4fdf442,Sports (season),badminton,-2,False
w4fdf442,Sports (season),baseball,1,True
w4fdf442,Sports (season),bowling,-2,False
w4fdf442,Sports (season),boxing,-1,False
w4fdf442,Sports (season),rugby,1,False
w4fdf442,Sports (season),football,3,False
w4fdf442,Sports (season),soccer,2,True
w4fdf442,Sports (season),golf,1,False
w4fdf442,Subjects (school),chemistry,1,False
w4fdf442,Subjects (school),biology,1,False
w4fdf442,Subjects (school),calculus,2,False
w4fdf442,Subjects (school),history,1,False
w4fdf442,Subjects (school),geometry,1,False
w4fdf442,Subjects (school),spanish,2,False
w4fdf442,Subjects (school),algebra,2,False
w4fdf442,Subjects (school),physics,2,False
w4fdf442,Subjects (school),english,1,False
w4fdf442,Subjects (school),french,2,False
w4fdf442,Fruit (ripe),blackberry,0,False
